"","id","degree","group","label","origin","direction","shape","study","tissue","cell"
"Il1b4","Il1b",7,"no data","Il1b","B2m","vis_net_A","circle","Exercise2","Lung","Monocy"
"Ifngr11","Ifngr1",7,"no data","Ifngr1","B2m","vis_net_A","circle","Exercise2","Lung","Monocy"
"Lcp2","Lcp2",8,"no data","Lcp2","B2m","vis_net_A","circle","Exercise2","Lung","Monocy"
"Fcer1g11","Fcer1g",3,"no data","Fcer1g","B2m","vis_net_A","circle","Exercise2","Lung","Monocy"
"Rac24","Rac2",5,"no data","Rac2","B2m","vis_net_A","circle","Exercise2","Lung","Monocy"
"B2m10","B2m",3,"int","B2m","B2m","vis_net_A","square","Exercise2","Lung","Monocy"
"NICHE315","NICHE",12,"no data","NICHE","B2m","vis_net_A","circle","Exercise2","Lung","Monocy"
"Csrnp13","Csrnp1",1,"upregulated","Csrnp1","B2m","vis_net_A","circle","Exercise2","Lung","Monocy"
"Etv33","Etv3",1,"upregulated","Etv3","B2m","vis_net_A","circle","Exercise2","Lung","Monocy"
"Nfkb14","Nfkb1",9,"no data","Nfkb1","H2-D1","vis_net_A","circle","Exercise2","Lung","Monocy"
"Jun113","Jun",9,"no data","Jun","H2-D1","vis_net_A","circle","Exercise2","Lung","Monocy"
"Fos4","Fos",4,"no data","Fos","H2-D1","vis_net_A","circle","Exercise2","Lung","Monocy"
"Csk11","Csk",3,"no data","Csk","H2-D1","vis_net_A","circle","Exercise2","Lung","Monocy"
"Lyn31","Lyn",8,"no data","Lyn","H2-D1","vis_net_A","circle","Exercise2","Lung","Monocy"
"Grb215","Grb2",12,"no data","Grb2","H2-D1","vis_net_A","circle","Exercise2","Lung","Monocy"
"Prkcd21","Prkcd",9,"no data","Prkcd","H2-D1","vis_net_A","circle","Exercise2","Lung","Monocy"
"Syk2","Syk",6,"no data","Syk","H2-D1","vis_net_A","circle","Exercise2","Lung","Monocy"
"Ptpn62","Ptpn6",11,"no data","Ptpn6","H2-D1","vis_net_A","circle","Exercise2","Lung","Monocy"
"Rac132","Rac1",22,"no data","Rac1","H2-D1","vis_net_A","circle","Exercise2","Lung","Monocy"
"Il1b1","Il1b",7,"no data","Il1b","H2-D1","vis_net_A","circle","Exercise2","Lung","Monocy"
"Ifngr12","Ifngr1",7,"no data","Ifngr1","H2-D1","vis_net_A","circle","Exercise2","Lung","Monocy"
"Lcp21","Lcp2",8,"no data","Lcp2","H2-D1","vis_net_A","circle","Exercise2","Lung","Monocy"
"Fcer1g2","Fcer1g",3,"no data","Fcer1g","H2-D1","vis_net_A","circle","Exercise2","Lung","Monocy"
"Rac21","Rac2",5,"no data","Rac2","H2-D1","vis_net_A","circle","Exercise2","Lung","Monocy"
"H2-D19","H2-D1",4,"int","H2-D1","H2-D1","vis_net_A","square","Exercise2","Lung","Monocy"
"NICHE412","NICHE",12,"no data","NICHE","H2-D1","vis_net_A","circle","Exercise2","Lung","Monocy"
"Csrnp14","Csrnp1",1,"upregulated","Csrnp1","H2-D1","vis_net_A","circle","Exercise2","Lung","Monocy"
"Etv34","Etv3",1,"upregulated","Etv3","H2-D1","vis_net_A","circle","Exercise2","Lung","Monocy"
"Nfkb15","Nfkb1",9,"no data","Nfkb1","H2-K1","vis_net_A","circle","Exercise2","Lung","Monocy"
"Jun210","Jun",9,"no data","Jun","H2-K1","vis_net_A","circle","Exercise2","Lung","Monocy"
"Fos5","Fos",4,"no data","Fos","H2-K1","vis_net_A","circle","Exercise2","Lung","Monocy"
"Csk2","Csk",3,"no data","Csk","H2-K1","vis_net_A","circle","Exercise2","Lung","Monocy"
"Lyn41","Lyn",8,"no data","Lyn","H2-K1","vis_net_A","circle","Exercise2","Lung","Monocy"
"Grb221","Grb2",12,"no data","Grb2","H2-K1","vis_net_A","circle","Exercise2","Lung","Monocy"
"Prkcd31","Prkcd",9,"no data","Prkcd","H2-K1","vis_net_A","circle","Exercise2","Lung","Monocy"
"Syk3","Syk",6,"no data","Syk","H2-K1","vis_net_A","circle","Exercise2","Lung","Monocy"
"Ptpn63","Ptpn6",11,"no data","Ptpn6","H2-K1","vis_net_A","circle","Exercise2","Lung","Monocy"
"Rac14","Rac1",22,"no data","Rac1","H2-K1","vis_net_A","circle","Exercise2","Lung","Monocy"
"Il1b2","Il1b",7,"no data","Il1b","H2-K1","vis_net_A","circle","Exercise2","Lung","Monocy"
"Ifngr13","Ifngr1",7,"no data","Ifngr1","H2-K1","vis_net_A","circle","Exercise2","Lung","Monocy"
"Lcp22","Lcp2",8,"no data","Lcp2","H2-K1","vis_net_A","circle","Exercise2","Lung","Monocy"
"Fcer1g3","Fcer1g",3,"no data","Fcer1g","H2-K1","vis_net_A","circle","Exercise2","Lung","Monocy"
"Rac22","Rac2",5,"no data","Rac2","H2-K1","vis_net_A","circle","Exercise2","Lung","Monocy"
"H2-K110","H2-K1",4,"int","H2-K1","H2-K1","vis_net_A","square","Exercise2","Lung","Monocy"
"NICHE510","NICHE",12,"no data","NICHE","H2-K1","vis_net_A","circle","Exercise2","Lung","Monocy"
"Csrnp15","Csrnp1",1,"upregulated","Csrnp1","H2-K1","vis_net_A","circle","Exercise2","Lung","Monocy"
"Etv35","Etv3",1,"upregulated","Etv3","H2-K1","vis_net_A","circle","Exercise2","Lung","Monocy"
"Nfkb16","Nfkb1",9,"no data","Nfkb1","Fcer1g","vis_net_I","circle","Exercise2","Lung","Monocy"
"Jun35","Jun",9,"no data","Jun","Fcer1g","vis_net_I","circle","Exercise2","Lung","Monocy"
"Fos6","Fos",4,"no data","Fos","Fcer1g","vis_net_I","circle","Exercise2","Lung","Monocy"
